question,Matched Article Title,context,answer
Manakah ladang tenusu desa cattle?,ladang tenusu desa cattle,"Ladang Tenusu Desa Cattle ialah ladang tenusu yang letak di kaki Gunung Kinabalu di Kundasang , Sabah , Malaysia yang milik oleh Desa Cattle Sabah Sdn Bhd di mana banyak susu lembu dan produk tenusu di Sabah hasil . Ladang yang liput kawasan luas 199 hektar dan sering gelar bagai New Zealand Kecil Sabah dengan pandang pandang panorama geografi hampir lihat seperti di negara yang dua serta baka lembu Holstein Friesian yang diimport dari negara ini . Rujuk","Ladang ini terletak di Kundasang, Sabah, di kaki Gunung Kinabalu."
Apakah keunikan lanchang?,lanchang,"Lanchang ialah buah pekan kecil di antara bandar Karak dan Mentakab di negeri Pahang , Malaysia . Pekan Lanchang boleh hubung lalu jalan lama Kuala Lumpur ke Antan dan juga lalu Lebuhraya Pantai Timur . Pusat Pelihara Gajah Kuala Gandah dan Deer Land juga letak di Lanchang . Ini adalah tari utama bandar ini selain daripada tani dan banyak Skim FELDA untuk tanam getah dan kelapa sawit iaitu di Felda Lakum dan Felda Bukit Damar . Pekan Lanchang adalah rupa pekan bangga duduk sekitar . Pekan ini hidup dengan pelbagai aktiviti minggu seperti Pekan Hari pada tiap selasa dan Pasar Malam pada malam Sabtu . Selain daripada itu pekan ini sedia dengan mudah asas seperti jabat pos , masjid , klinik , pustaka awam , dewan orang tamai , Datar Baham , sekolah tengah dan rendah , deret kedai , Pusat Belian Getah Skrap , balai polis dan pasar awam . Lanchang telah lahir ramai ajar yang jaya di dalam sektor awam dan swasta , banyak mereka telah dapat didik tengah di Sekolah Bangsa Lanchang yang kini nali bagai Sek Men Dato Baham . Lancong destinasi Tarik 1 . Deerland Paut luar Peta lokasi Lanchang","Terdapat Pusat Pemuliharaan Gajah Kuala Gandah, Deerland, dan aktiviti pekan mingguan."
Mengapa lanchang menjadi tempat tarikan pelancong?,lanchang,"Lanchang ialah buah pekan kecil di antara bandar Karak dan Mentakab di negeri Pahang , Malaysia . Pekan Lanchang boleh hubung lalu jalan lama Kuala Lumpur ke Antan dan juga lalu Lebuhraya Pantai Timur . Pusat Pelihara Gajah Kuala Gandah dan Deer Land juga letak di Lanchang . Ini adalah tari utama bandar ini selain daripada tani dan banyak Skim FELDA untuk tanam getah dan kelapa sawit iaitu di Felda Lakum dan Felda Bukit Damar . Pekan Lanchang adalah rupa pekan bangga duduk sekitar . Pekan ini hidup dengan pelbagai aktiviti minggu seperti Pekan Hari pada tiap selasa dan Pasar Malam pada malam Sabtu . Selain daripada itu pekan ini sedia dengan mudah asas seperti jabat pos , masjid , klinik , pustaka awam , dewan orang tamai , Datar Baham , sekolah tengah dan rendah , deret kedai , Pusat Belian Getah Skrap , balai polis dan pasar awam . Lanchang telah lahir ramai ajar yang jaya di dalam sektor awam dan swasta , banyak mereka telah dapat didik tengah di Sekolah Bangsa Lanchang yang kini nali bagai Sek Men Dato Baham . Lancong destinasi Tarik 1 . Deerland Paut luar Peta lokasi Lanchang",Disebabkan tarikan seperti Deerland dan pusat pemuliharaan gajah.
Manakah lanchang ?,lanchang,"Lanchang ialah buah pekan kecil di antara bandar Karak dan Mentakab di negeri Pahang , Malaysia . Pekan Lanchang boleh hubung lalu jalan lama Kuala Lumpur ke Antan dan juga lalu Lebuhraya Pantai Timur . Pusat Pelihara Gajah Kuala Gandah dan Deer Land juga letak di Lanchang . Ini adalah tari utama bandar ini selain daripada tani dan banyak Skim FELDA untuk tanam getah dan kelapa sawit iaitu di Felda Lakum dan Felda Bukit Damar . Pekan Lanchang adalah rupa pekan bangga duduk sekitar . Pekan ini hidup dengan pelbagai aktiviti minggu seperti Pekan Hari pada tiap selasa dan Pasar Malam pada malam Sabtu . Selain daripada itu pekan ini sedia dengan mudah asas seperti jabat pos , masjid , klinik , pustaka awam , dewan orang tamai , Datar Baham , sekolah tengah dan rendah , deret kedai , Pusat Belian Getah Skrap , balai polis dan pasar awam . Lanchang telah lahir ramai ajar yang jaya di dalam sektor awam dan swasta , banyak mereka telah dapat didik tengah di Sekolah Bangsa Lanchang yang kini nali bagai Sek Men Dato Baham . Lancong destinasi Tarik 1 . Deerland Paut luar Peta lokasi Lanchang","Lanchang ialah pekan kecil di antara Karak dan Mentakab, negeri Pahang."
Apa aktiviti popular di lost world of tambun?,lost world of tambun,"Lost World of Tambun ialah buah taman tema di bawah urus Sunway Company atau Sunway City . Ia letak di Tambun , Perak , Malaysia . Belanja bagi bina taman tema ini anggar jumlah RM60 juta serta rupa taman mula jadi besar di Malaysia . Rujuk Laman Rasmi Lost World of Tambun Diarkibkan 2010 - 06 - 14 di Wayback Machine","Bermain taman tema air, taman haiwan, spa, dan aktiviti keluarga."
Apakah keunikan lost world of tambun?,lost world of tambun,"Lost World of Tambun ialah buah taman tema di bawah urus Sunway Company atau Sunway City . Ia letak di Tambun , Perak , Malaysia . Belanja bagi bina taman tema ini anggar jumlah RM60 juta serta rupa taman mula jadi besar di Malaysia . Rujuk Laman Rasmi Lost World of Tambun Diarkibkan 2010 - 06 - 14 di Wayback Machine",Taman tema besar di Malaysia milik Sunway dengan tarikan air dan alam semula jadi.
Apa yang menarik di lost world of tambun?,lost world of tambun,"Lost World of Tambun ialah buah taman tema di bawah urus Sunway Company atau Sunway City . Ia letak di Tambun , Perak , Malaysia . Belanja bagi bina taman tema ini anggar jumlah RM60 juta serta rupa taman mula jadi besar di Malaysia . Rujuk Laman Rasmi Lost World of Tambun Diarkibkan 2010 - 06 - 14 di Wayback Machine","Gabungan taman tema air, kawasan gua, haiwan eksotik, dan suasana tropika."
Apakah keunikan masjid biru?,masjid biru,"Masjid Biru boleh rujuk pada Masjid Biru , Tabriz , Iran , 1465 rawze-e-sharif , masjid di mazar-e Sharif , Afghanistan , 1512 Masjid Sultan Ahmed , Istanbul , Turkey , 1616 Masjid Biru , Yerevan , Armenia , 1766 Masjid Sultan Salahuddin Abdul Aziz Shah , Shah Alam , Malaysia , 1982 Masjid Biru , Kaherah , Mesir",Kubah birunya yang besar dan seni bina Islam moden yang mengagumkan.
Apa yang menarik di masjid biru?,masjid biru,"Masjid Biru boleh rujuk pada Masjid Biru , Tabriz , Iran , 1465 rawze-e-sharif , masjid di mazar-e Sharif , Afghanistan , 1512 Masjid Sultan Ahmed , Istanbul , Turkey , 1616 Masjid Biru , Yerevan , Armenia , 1766 Masjid Sultan Salahuddin Abdul Aziz Shah , Shah Alam , Malaysia , 1982 Masjid Biru , Kaherah , Mesir","Keindahan kubah dan menara, serta ruang dalamannya yang luas dan artistik."
Mengapa masjid biru menjadi tempat tarikan pelancong?,masjid biru,"Masjid Biru boleh rujuk pada Masjid Biru , Tabriz , Iran , 1465 rawze-e-sharif , masjid di mazar-e Sharif , Afghanistan , 1512 Masjid Sultan Ahmed , Istanbul , Turkey , 1616 Masjid Biru , Yerevan , Armenia , 1766 Masjid Sultan Salahuddin Abdul Aziz Shah , Shah Alam , Malaysia , 1982 Masjid Biru , Kaherah , Mesir",Disebabkan seni bina yang luar biasa dan statusnya sebagai simbol negeri Selangor.
Apa yang menarik di masjid kristal?,masjid kristal,"Masjid Kristal rupa buah masjid yang letak dalam kawasan lancong Taman Tamadun Islam di Pulau Wan Man , Kuala Terengganu , Terengganu . Sejarah Masjid Kristal telah dirasmikan oleh Perdana Menteri Malaysia pada ketika itu , Dato Seri Abdullah Ahmad Badawi . Yang Di-Pertuan Agong pada ketika itu , Tuanku Mizan Zainal Abidin sama Raja Permaisuri Agong , Tuanku Nur Zahirah telah kenan berangkat ke Majlis Perasmian Masjid Kristal di Pulau Wan Man , Kuala Terengganu pada 8 Februari 2008 jam 6.00 petang . Masjid ini bina daripada kaca dan keluli , masjid pintar pertama di Malaysia dan punya luas 2 146 meter persegi . Masjid ini boleh muat 700 jemaah pada satu masa dan lengkap dengan prasarana teknologi maklumat dan liput wifi yang boleh unjung guna mudah akses internet bagi baca Al-Quran elektronik . Pada tahun 2022 , Masjid Kristal kembali operasi mula bulan Ramadan sejak tutup pada tahun 2018 bagi beri lalu kepada kerja membaikpulih yang laku cara peringkat . Garis Masa Anggar Baharu Masjid Kristal 2019 - 2020 kerja baik pulih awal laku utama pada struktur asas dan kaca masjid yang mula tunjuk tanda kerosakan akibat faktor cuaca dan usia lebih 10 tahun waktu itu . Sistem audio dan mikrofon masjid juga naik taraf agar suara lebih jelas , utama untuk solat Jumaat dan majlis rasmi . 2021 - 2022 Lepas pkpcovid-19 Penambahbaikan lampu LED di seluruh masjid masuk lampu hias luar dan dalam masjid supaya lebih moden dan tarik perhati lancong . Masjid juga mula aktif kembali program agama dan komuniti lepas pandemik . 2023 Naik taraf mudah lancong , masuk tempat letak kereta yang lebih sistematik , lalu untuk OKU , dan tandas baru . Masjid mula aktif cara rasmi di media sosial untuk promosi lancong dan dakwah . Sistem multimedia moden masuk skrin LED besar untuk kuliah dan papar maklumat . Jaga lanskap hias taman dan pokok sekitar masjid tambah baik supaya kawasan masjid lebih cantik untuk unjung dan jemaah . 2024 Kini Proses selenggara rutin terus jalan seperti bersih kaca masjid , periksa struktur keluli , dan sistem dingin hawa . program agama seperti kelas Al-Quran , forum , dan sambut hari besar Islam jalan aktif dan lebih atur . Tekan kepada konsep Masjid Pintar terus dengan guna teknologi seperti wifi , info digital , dan mudah mesra lancong . Rujuk Garis Pandu Anggar Baharu Masjid Kristal Paut luar","Struktur kaca dan keluli, reka bentuk moden serta lokasinya di Taman Tamadun Islam."
Apakah keunikan masjid kristal?,masjid kristal,"Masjid Kristal rupa buah masjid yang letak dalam kawasan lancong Taman Tamadun Islam di Pulau Wan Man , Kuala Terengganu , Terengganu . Sejarah Masjid Kristal telah dirasmikan oleh Perdana Menteri Malaysia pada ketika itu , Dato Seri Abdullah Ahmad Badawi . Yang Di-Pertuan Agong pada ketika itu , Tuanku Mizan Zainal Abidin sama Raja Permaisuri Agong , Tuanku Nur Zahirah telah kenan berangkat ke Majlis Perasmian Masjid Kristal di Pulau Wan Man , Kuala Terengganu pada 8 Februari 2008 jam 6.00 petang . Masjid ini bina daripada kaca dan keluli , masjid pintar pertama di Malaysia dan punya luas 2 146 meter persegi . Masjid ini boleh muat 700 jemaah pada satu masa dan lengkap dengan prasarana teknologi maklumat dan liput wifi yang boleh unjung guna mudah akses internet bagi baca Al-Quran elektronik . Pada tahun 2022 , Masjid Kristal kembali operasi mula bulan Ramadan sejak tutup pada tahun 2018 bagi beri lalu kepada kerja membaikpulih yang laku cara peringkat . Garis Masa Anggar Baharu Masjid Kristal 2019 - 2020 kerja baik pulih awal laku utama pada struktur asas dan kaca masjid yang mula tunjuk tanda kerosakan akibat faktor cuaca dan usia lebih 10 tahun waktu itu . Sistem audio dan mikrofon masjid juga naik taraf agar suara lebih jelas , utama untuk solat Jumaat dan majlis rasmi . 2021 - 2022 Lepas pkpcovid-19 Penambahbaikan lampu LED di seluruh masjid masuk lampu hias luar dan dalam masjid supaya lebih moden dan tarik perhati lancong . Masjid juga mula aktif kembali program agama dan komuniti lepas pandemik . 2023 Naik taraf mudah lancong , masuk tempat letak kereta yang lebih sistematik , lalu untuk OKU , dan tandas baru . Masjid mula aktif cara rasmi di media sosial untuk promosi lancong dan dakwah . Sistem multimedia moden masuk skrin LED besar untuk kuliah dan papar maklumat . Jaga lanskap hias taman dan pokok sekitar masjid tambah baik supaya kawasan masjid lebih cantik untuk unjung dan jemaah . 2024 Kini Proses selenggara rutin terus jalan seperti bersih kaca masjid , periksa struktur keluli , dan sistem dingin hawa . program agama seperti kelas Al-Quran , forum , dan sambut hari besar Islam jalan aktif dan lebih atur . Tekan kepada konsep Masjid Pintar terus dengan guna teknologi seperti wifi , info digital , dan mudah mesra lancong . Rujuk Garis Pandu Anggar Baharu Masjid Kristal Paut luar","Masjid pintar pertama di Malaysia dengan Wi-Fi, skrin LED dan seni bina moden."
Apa yang boleh dilakukan di masjid kristal?,masjid kristal,"Masjid Kristal rupa buah masjid yang letak dalam kawasan lancong Taman Tamadun Islam di Pulau Wan Man , Kuala Terengganu , Terengganu . Sejarah Masjid Kristal telah dirasmikan oleh Perdana Menteri Malaysia pada ketika itu , Dato Seri Abdullah Ahmad Badawi . Yang Di-Pertuan Agong pada ketika itu , Tuanku Mizan Zainal Abidin sama Raja Permaisuri Agong , Tuanku Nur Zahirah telah kenan berangkat ke Majlis Perasmian Masjid Kristal di Pulau Wan Man , Kuala Terengganu pada 8 Februari 2008 jam 6.00 petang . Masjid ini bina daripada kaca dan keluli , masjid pintar pertama di Malaysia dan punya luas 2 146 meter persegi . Masjid ini boleh muat 700 jemaah pada satu masa dan lengkap dengan prasarana teknologi maklumat dan liput wifi yang boleh unjung guna mudah akses internet bagi baca Al-Quran elektronik . Pada tahun 2022 , Masjid Kristal kembali operasi mula bulan Ramadan sejak tutup pada tahun 2018 bagi beri lalu kepada kerja membaikpulih yang laku cara peringkat . Garis Masa Anggar Baharu Masjid Kristal 2019 - 2020 kerja baik pulih awal laku utama pada struktur asas dan kaca masjid yang mula tunjuk tanda kerosakan akibat faktor cuaca dan usia lebih 10 tahun waktu itu . Sistem audio dan mikrofon masjid juga naik taraf agar suara lebih jelas , utama untuk solat Jumaat dan majlis rasmi . 2021 - 2022 Lepas pkpcovid-19 Penambahbaikan lampu LED di seluruh masjid masuk lampu hias luar dan dalam masjid supaya lebih moden dan tarik perhati lancong . Masjid juga mula aktif kembali program agama dan komuniti lepas pandemik . 2023 Naik taraf mudah lancong , masuk tempat letak kereta yang lebih sistematik , lalu untuk OKU , dan tandas baru . Masjid mula aktif cara rasmi di media sosial untuk promosi lancong dan dakwah . Sistem multimedia moden masuk skrin LED besar untuk kuliah dan papar maklumat . Jaga lanskap hias taman dan pokok sekitar masjid tambah baik supaya kawasan masjid lebih cantik untuk unjung dan jemaah . 2024 Kini Proses selenggara rutin terus jalan seperti bersih kaca masjid , periksa struktur keluli , dan sistem dingin hawa . program agama seperti kelas Al-Quran , forum , dan sambut hari besar Islam jalan aktif dan lebih atur . Tekan kepada konsep Masjid Pintar terus dengan guna teknologi seperti wifi , info digital , dan mudah mesra lancong . Rujuk Garis Pandu Anggar Baharu Masjid Kristal Paut luar","Melawat dan bergambar, mengikuti kelas agama, serta melawat kemudahan interaktif."
Apakah keunikan masjid negara?,masjid negara,"Masjid Negara ialah masjid utama di Malaysia , letak di Kuala Lumpur . Masjid ini bina pada tahun 1963 dan dirasmikan pada 27 Ogos 1965 . Masjid ini rupa lambang agung Islam bagai agama rasmi di Malaysia dan rupa simbol bagi Malaysia yang baru bentuk ketika itu . Masjid ini juga boleh tampung serama 15 000 orang jemaah . Lokasi Masjid Negara letak di kawasan strategik Pusat Bandaraya Kuala Lumpur bahan Stesen Keretapi Malaysia , Bangun Daya Bumi , Pos Besar Malaysia , Muzium Seni Islam , Taman Burung Kuala Lumpur dan dekat Taman Tasik Perdana . Kawasan Masjid Negara luas 13 ekar dan bangun utama penuh lebih kurang 3 ekar . Seluruh kawasan masjid di keliling sebahagiannya oleh tembok konkrit dan sebahagiannya lagi oleh pagar hias . Semua dapat tujuh buah pintu masuk . Mudah untuk lancong bukan islam juga sedia seperti tandas awam Dewan Bandaraya Kuala Lumpur yang letak dekat pintu masuk khusus lancong luar dan dalam negara . Belum bina Masjid Sultan Salahuddin Abdul Aziz Shah , Masjid Negara rupa salah buah masjid yang paling moden di Asia Tenggara . Ia letak di kawasan luas 13 ekar , tentang pula dengan Henti Keretapi Kuala Lumpur . Seni bina Reka bentuk dan selia bangun ini telah laku oleh pasu 3 orang arkitek dari Bahagian Reka Bentuk dan Lidi , Jabat Kerja Raya Sekutu - arkitek Hisham Albakri , Howard Ashley dari United Kingdom dan Dato Baharuddin Kassim . Mereka ambil masa lama tiga tahun untuk siap . Belum mula kerja merekabentuk Masjid Negara ini , arkitek utama , Baharuddin Abu Kassim kaji masjid di India , Pakistan , Iran , Turki , Arab Saudi , Republik Arab Satu dan Sepanyol . Sekali pandang , menara ukur 73 meter 245 kaki tinggi lihat seperti buah roket . Bentuk seperti sekak payung yang kuncup manakala bumbung konkritnya bentuk bintang 18 bucu lihat seperti sekak payung yang kembang . Bentuk menara dan bumbung beropol yang ada pada Masjid Negara melambang setia . Konsep ini padan kepada rupa payung Diraja . Menara ini bentuk gambar payung yang kuncup manakala bumbung upa seperti buah payung yang buka . Bentuk lipat atap konkrit utama rupa selesai kreatif bagi capai ruang yang besar bagi dewan sembahyang . Bangun harga RM10 juta ini liput kawasan luas lima ekar . Ia kandung buah dewan sembahyang luas 22 500 kaki persegi , dewan sidang , makam , pustaka , jabat , halaman , menara , bilik diraja dan buah bilik imam . Makam untuk tujuh pahlawan negara letak di bahagian barat . Turut sedia ialah bilik radio dan televisyen hawa dingin yang letak di galeri dewan sembahyang . Rekabentuknya selaras dengan rekabentuk bangun zaman moden tetapi senibina abbasiyahturki Usmaniah masih kekal . Rupa bentuk masjid ini hasil dari campur corak islam dan moden serta sulam senibina tempat . Bentuk ukir jerjak besi yang keliling bangun ini dan dom kecil yang ada di belah atas beranda adalah asas rekabentuk Sarasin , tetapi ia sesuai dengan reka moden . Menara Di tengah kolam di Masjid Negara ini diri tegak buah menara masjid",Bumbung berbentuk payung kembang dan seni bina moden Islam campuran.
